,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
154,4.0,1,00:01:12.144000,ok so trucks in town and helicopters in forest? Unless there is a big fire.,1,150,37,11,67,35
155,4.0,3,00:10:43.589000,i just pressed a button and now i have two of each type of firetruck,1,150,37,11,67,35
156,4.0,3,00:01:32.715000,,2,150,37,11,67,35
157,4.0,3,00:09:19.024000,the question on the survey makes me think the helicopters are better at putting out fires... but we should all just press a and use all 4 hahah,2,150,37,11,67,35
158,4.0,1,00:09:36.647000,I think we should divide up into some of th town and always try to keep it from getting the town,2,150,37,11,67,35
159,4.0,4,00:09:46.905000,we could divide the map into regions,2,150,37,11,67,35
160,4.0,3,00:10:53.581000,what im saying is if the town gets hit a higher percentage gets kiled so we prolly should protect them more,3,150,37,11,67,35
161,4.0,1,00:13:20.052000,We need someone in the south west town,3,150,37,11,67,35
162,4.0,1,00:14:56.460000,If someone can spare we need two people in North west town since there are smaller ones close to it in the forest.,3,150,37,11,67,35
163,4.0,3,00:15:34.901000,does everyone have 2 helis and 2 trucks?,3,150,37,11,67,35
