,Turn Taking,Time,Total,Simulation,SA,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
47,4,00:07:28.398000,jeez they run out of water fast,1,,238,43,80,54,61
48,3,00:07:38.594000,my truck is too slow,1,,238,43,80,54,61
49,1,00:08:23.438000,i think we kiillded our people,1,,238,43,80,54,61
50,3,00:08:32.180000,that town is screwed lol,1,,238,43,80,54,61
51,2,00:08:33.846000,that village is gone lol,1,,238,43,80,54,61
52,4,00:08:44.158000,whos in the top left?,1,,238,43,80,54,61
53,3,00:09:00.439000,lol yeah...we should protect the village and leave one person to do the forest,1,,238,43,80,54,61
54,4,00:09:18.818000,one per village then a truck center of the forest?,1,,238,43,80,54,61
55,2,00:09:18.847000,the little bit of village that is left anyways haha,1,,238,43,80,54,61
56,1,00:09:25.208000,haha,1,,238,43,80,54,61
57,2,00:09:36.693000,that works,1,,238,43,80,54,61
58,4,00:09:52.376000,ill get the middle and help wherever it gets bad,1,5.0,238,43,80,54,61
59,3,00:10:11.965000,im gonna stay in the middle too and scope the whole map out,1,5.0,238,43,80,54,61
60,4,00:10:32.729000,ive got my screen zoomed all the way out,1,4.0,238,43,80,54,61
61,2,00:10:45.982000,yeah me too,1,,238,43,80,54,61
62,4,00:10:49.955000,really helps,1,,238,43,80,54,61
63,2,00:11:54.609000,middle!!,1,,238,43,80,54,61
64,3,00:12:00.482000,omg its bad!!,1,,238,43,80,54,61
65,2,00:12:19.782000,wow11,1,,238,43,80,54,61
66,1,00:12:27.896000,botttom part of fire,1,,238,43,80,54,61
67,3,00:12:59.607000,the forest is pretty black lol,1,,238,43,80,54,61
68,2,00:13:00.680000,well that forest is gone now,1,,238,43,80,54,61
69,4,00:13:07.622000,smokey bear would be really mad at us,1,,238,43,80,54,61
70,1,00:13:10.222000,so..are we winning? haha,1,3.0,238,43,80,54,61
71,2,00:13:11.857000,lol1,1,,238,43,80,54,61
72,3,00:13:19.657000,no we suck lol,1,3.0,238,43,80,54,61
73,2,00:13:22.862000,im gonna go wih no...lol,1,5.0,238,43,80,54,61
74,4,00:13:34.818000,i say bail on southeast village and lets do the top half of the map,1,,238,43,80,54,61
75,4,00:13:42.365000,not much left to fry,1,,238,43,80,54,61
76,3,00:13:47.965000,we cant just let them die,1,,238,43,80,54,61
77,1,00:13:54.420000,fine with me haha,1,,238,43,80,54,61
78,2,00:13:54.729000,yeah no big deal,1,,238,43,80,54,61
79,4,00:14:13.840000,they can run reaaaalllly fast,1,,238,43,80,54,61
80,3,00:14:19.603000,lol,1,,238,43,80,54,61
81,1,00:14:42.471000,they should live in a real city anyway,1,,238,43,80,54,61
82,2,00:14:53.450000,exactly their fault,1,,238,43,80,54,61
83,4,00:00:48.851000,so what did we not like about the last one?  besides the fire apocalypse?,2,,238,43,80,54,61
84,2,00:01:04.320000,the trucks and helicopters dont hold that much water it seems,2,,238,43,80,54,61
85,3,00:01:15.344000,the trucks are too slow,2,,238,43,80,54,61
86,4,00:01:32.528000,i dont think any one of us has enough water to put out a big fire,2,4.0,238,43,80,54,61
87,1,00:01:33.187000,trees burn too easily lol,2,,238,43,80,54,61
88,3,00:01:43.778000,I think that helicoptes should handle forest fires and trucks should handle villages,2,,238,43,80,54,61
89,2,00:01:45.851000,yeah and we cant put them out enough cause we dont have enough water,2,,238,43,80,54,61
90,2,00:01:54.069000,thats a good idea,2,,238,43,80,54,61
91,1,00:02:00.377000,agreed,2,,238,43,80,54,61
92,4,00:02:02.320000,sounds good,2,,238,43,80,54,61
93,3,00:02:08.835000,helis can get to water quicker,2,,238,43,80,54,61
94,4,00:02:19.845000,ks one on the middle right and one on the middle left,2,,238,43,80,54,61
95,2,00:02:21.810000,so helis stay around the forest,2,,238,43,80,54,61
96,4,00:02:29.496000,sorry let put the trucks,2,,238,43,80,54,61
97,3,00:02:44.445000,how many trucks do we have,2,,238,43,80,54,61
98,4,00:02:50.073000,2,2,,238,43,80,54,61
99,2,00:02:51.422000,two i think,2,,238,43,80,54,61
100,3,00:03:09.881000,okay they eachguard a village and the heli just hovers in the middle,2,,238,43,80,54,61
101,4,00:03:20.877000,i can position directly east on that village,2,6.0,238,43,80,54,61
102,2,00:03:31.636000,and if a big fire erupts they can always move just try not to venture too far from the forest,2,,238,43,80,54,61
103,3,00:03:50.099000,so in other words you guard right side i take left side,2,6.0,238,43,80,54,61
104,1,00:03:55.929000,ok. I'll take top half of forest,2,5.0,238,43,80,54,61
105,2,00:04:08.704000,ill take wherever is not covered,2,5.0,238,43,80,54,61
106,3,00:04:19.054000,is each map differen?,2,,238,43,80,54,61
107,4,00:04:20.817000,if it looks like its gonna get real bad in the forest call it and well move the trucks to you,2,,238,43,80,54,61
108,1,00:04:26.291000,apparently so,2,,238,43,80,54,61
109,1,00:04:39.718000,ok,2,,238,43,80,54,61
110,3,00:04:47.966000,yeah so we'll position ourselves when we get a bearing of our surroundings,2,5.0,238,43,80,54,61
111,1,00:04:57.829000,cause a lot more fires in forest than village,2,,238,43,80,54,61
112,3,00:05:12.977000,too many ppl died in the village lol,2,,238,43,80,54,61
113,2,00:05:21.566000,theres probaby gonna be another big pne in the center of the map,2,,238,43,80,54,61
114,4,00:05:21.913000,ive got mine zoomed all the way out makes it really easy to navigate,2,4.0,238,43,80,54,61
115,1,00:05:27.026000,you can go ahead and zoom all the way out. figure out scope of map while we all chat,2,6.0,238,43,80,54,61
116,2,00:05:28.102000,agreed,2,,238,43,80,54,61
117,3,00:05:35.586000,ok,2,,238,43,80,54,61
118,4,00:05:47.060000,do we wanna try to save that bottom left village?,2,,238,43,80,54,61
119,2,00:05:52.131000,i think we need to keep a few on the bottom half looks like theres gonna be a lot there,2,,238,43,80,54,61
120,3,00:06:03.935000,this is the map we just played not the new one,2,,238,43,80,54,61
121,4,00:06:04.834000,if we bail on them wed probably do pretty good,2,,238,43,80,54,61
122,2,00:06:05.956000,yes thats the biggest village,2,,238,43,80,54,61
123,4,00:06:22.685000,so bail?,2,,238,43,80,54,61
124,2,00:06:30.313000,i dont think so,2,,238,43,80,54,61
125,3,00:06:31.079000,wait do dont protect the village?,2,,238,43,80,54,61
126,2,00:06:56.252000,i think bail on top left villgae,2,,238,43,80,54,61
127,2,00:07:05.510000,protect bottom,2,,238,43,80,54,61
128,4,00:07:12.351000,sounds good,2,,238,43,80,54,61
129,1,00:07:15.524000,ok,2,,238,43,80,54,61
130,3,00:07:21.554000,bail on small ones protecr big ones,2,,238,43,80,54,61
131,2,00:07:21.927000,just cause its so small,2,,238,43,80,54,61
132,2,00:07:27.181000,yes,2,,238,43,80,54,61
133,3,00:07:38.733000,and we all help the forest cuz those are baaad,2,,238,43,80,54,61
134,4,00:07:40.351000,and all keep an eye on the center forest,2,,238,43,80,54,61
135,2,00:07:47.551000,definitely,2,,238,43,80,54,61
136,3,00:08:07.222000,i mean if you have time to spare you can help the small village,2,,238,43,80,54,61
137,4,00:08:19.828000,just tell them to evacuate now lol,2,,238,43,80,54,61
138,2,00:08:22.623000,right but fires elsewhere take priority if there are some,2,,238,43,80,54,61
139,1,00:08:25.097000,but dont leave a real fire for the small village,2,,238,43,80,54,61
140,3,00:08:30.244000,agreed,2,,238,43,80,54,61
141,4,00:08:36.779000,ok,2,,238,43,80,54,61
142,2,00:08:38.124000,#true,2,,238,43,80,54,61
143,3,00:08:45.930000,so the wind really tells us where next fire wil start?,2,,238,43,80,54,61
144,1,00:08:49.357000,haha #fosho,2,,238,43,80,54,61
145,2,00:08:56.329000,i dont understand the wind thing,2,4.0,238,43,80,54,61
146,1,00:08:57.822000,not will start,2,,238,43,80,54,61
147,2,00:09:04.952000,i guess it tells us ther direction,2,4.0,238,43,80,54,61
148,4,00:09:08.888000,so pointing south means itll start in the south,2,,238,43,80,54,61
149,3,00:09:09.354000,me either lol im direcitonally challenged,2,4.0,238,43,80,54,61
150,1,00:09:16.436000,if theres one flam and wind is southwest next fire is southwest,2,,238,43,80,54,61
151,2,00:09:21.855000,got it\,2,,238,43,80,54,61
152,1,00:09:27.692000,higher wind means farther distance from original flame,2,,238,43,80,54,61
153,4,00:09:29.137000,cool beans,2,,238,43,80,54,61
154,2,00:09:35.419000,oh duh\,2,,238,43,80,54,61
155,2,00:09:43.144000,bout to start get ready!!,2,,238,43,80,54,61
156,3,00:09:45.642000,so heli is in the middle trucks take the bottom villages,2,,238,43,80,54,61
157,1,00:09:47.911000,leh go!,2,,238,43,80,54,61
158,3,00:09:54.348000,lets dot it,2,,238,43,80,54,61
159,2,00:09:56.369000,right on\,2,,238,43,80,54,61
160,1,00:10:01.011000,thats whats up,3,,238,43,80,54,61
161,2,00:10:03.545000,go go go!,3,,238,43,80,54,61
162,2,00:10:52.668000,someone has two vehicles,3,3.0,238,43,80,54,61
163,3,00:10:56.949000,wait im controlling two vehicles??,3,3.0,238,43,80,54,61
164,2,00:11:04.018000,deselect one,3,6.0,238,43,80,54,61
165,4,00:11:07.545000,fire north,3,,238,43,80,54,61
166,2,00:11:54.573000,not such a good start,3,,238,43,80,54,61
167,4,00:11:55.467000,sorry everywhere..,3,,238,43,80,54,61
168,1,00:12:45.086000,no wind icon..,3,4.0,238,43,80,54,61
169,3,00:12:51.638000,fires go out by themselves..,3,,238,43,80,54,61
170,2,00:12:51.863000,ughhh,3,,238,43,80,54,61
171,2,00:13:04.562000,cause it burned everything up,3,,238,43,80,54,61
172,4,00:13:05.758000,its a false sense of security,3,,238,43,80,54,61
173,1,00:13:10.176000,yep,3,,238,43,80,54,61
174,3,00:13:18.354000,is it cheating to control two vehicles?,3,,238,43,80,54,61
175,1,00:13:26.607000,prolly  haha,3,,238,43,80,54,61
176,2,00:13:27.124000,i don think so,3,,238,43,80,54,61
177,3,00:13:33.681000,i think we should try it,3,,238,43,80,54,61
178,4,00:13:48.678000,village fire,3,,238,43,80,54,61
179,2,00:13:59.781000,top left,3,,238,43,80,54,61
180,2,00:14:54.478000,i think a big one is coming1,3,,238,43,80,54,61
181,4,00:14:55.383000,but it gets real bad soon,3,,238,43,80,54,61
182,2,00:15:24.528000,yeah thats right!!,3,,238,43,80,54,61
183,3,00:15:37.549000,beast mode,3,,238,43,80,54,61
184,4,00:15:46.238000,lol,3,,238,43,80,54,61
185,2,00:15:48.628000,#tue,3,,238,43,80,54,61
186,1,00:16:11.698000,things are gonna get bad..haha,3,,238,43,80,54,61
187,4,00:16:13.025000,im just gonne keep my truck in the center seems to work,3,5.0,238,43,80,54,61
188,2,00:16:24.348000,good,3,,238,43,80,54,61
189,3,00:16:49.704000,hell yeah,3,,238,43,80,54,61
190,2,00:16:55.525000,haha!,3,,238,43,80,54,61
191,1,00:17:02.051000,nice!,3,,238,43,80,54,61
192,3,00:17:03.024000,good job guys,3,,238,43,80,54,61
193,2,00:17:14.648000,:),3,,238,43,80,54,61
194,1,00:17:22.942000,village mid right,3,,238,43,80,54,61
195,3,00:18:34.311000,..........................,3,,238,43,80,54,61
196,2,00:18:42.484000,its bout to get baaaad,3,,238,43,80,54,61
197,4,00:18:46.852000,suspense is killing me,3,,238,43,80,54,61
198,1,00:18:51.336000,#trueee,3,,238,43,80,54,61
199,3,00:18:56.718000,lock and load folks,3,,238,43,80,54,61
200,2,00:18:57.119000,right on,3,,238,43,80,54,61
201,1,00:19:07.582000,that's  what's up,3,,238,43,80,54,61
202,2,00:19:10.891000,how do do fuel?,3,3.0,238,43,80,54,61
203,2,00:19:26.467000,you*,3,,238,43,80,54,61
204,1,00:19:36.964000,water tower..,3,3.0,238,43,80,54,61
205,3,00:19:39.178000,wtf? wheres the fire lol,3,,238,43,80,54,61
206,4,00:19:43.279000,village middle righ t,3,,238,43,80,54,61
207,2,00:19:58.836000,thats water!,3,3.0,238,43,80,54,61
208,2,00:20:05.435000,not fuel,3,3.0,238,43,80,54,61
209,4,00:20:08.958000,i put it out lol,3,,238,43,80,54,61
210,3,00:20:15.714000,same thing,3,3.0,238,43,80,54,61
211,4,00:20:19.313000,no its not,3,3.0,238,43,80,54,61
212,3,00:20:25.231000,oh lol no its not,3,3.0,238,43,80,54,61
213,1,00:20:29.389000,ohhhhh,3,,238,43,80,54,61
214,4,00:20:29.941000,bottom right,3,,238,43,80,54,61
215,4,00:21:07.412000,homestretch biggin coming,3,,238,43,80,54,61
216,2,00:21:29.078000,middlw!,3,,238,43,80,54,61
217,2,00:22:09.304000,so where did we land on the fueld,3,3.0,238,43,80,54,61
218,2,00:22:14.978000,fuel?,3,,238,43,80,54,61
219,1,00:22:16.497000,how low are you?,3,3.0,238,43,80,54,61
220,1,00:22:24.325000,only 3 more mins,3,,238,43,80,54,61
221,2,00:22:44.530000,55/100,3,3.0,238,43,80,54,61
222,1,00:22:48.890000,me too,3,3.0,238,43,80,54,61
223,3,00:22:53.521000,wheres the fuel,3,3.0,238,43,80,54,61
224,2,00:22:54.829000,oh ok,3,,238,43,80,54,61
225,4,00:22:56.044000,i think youll be good,3,3.0,238,43,80,54,61
226,1,00:22:57.677000,you should be fine,3,3.0,238,43,80,54,61
227,2,00:22:58.882000,idk,3,,238,43,80,54,61
228,3,00:23:04.480000,crap lol,3,,238,43,80,54,61
229,2,00:23:38.803000,tango hombre,3,,238,43,80,54,61
230,3,00:23:48.825000,chic fil a sounds good,3,,238,43,80,54,61
231,2,00:23:56.453000,hahah yeah it does,3,,238,43,80,54,61
232,2,00:24:06.502000,wtf are the fires,3,,238,43,80,54,61
233,4,00:24:11.096000,fires!!,3,,238,43,80,54,61
234,3,00:24:36.145000,seriously? this is not much of a challenge,3,,238,43,80,54,61
235,4,00:24:42.334000,jinxed it,3,,238,43,80,54,61
236,2,00:24:45.278000,last game was worse,3,,238,43,80,54,61
237,1,00:24:51.728000,yeah,3,,238,43,80,54,61
