,Turn Taking,Time,Total,Simulation,SA,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
25,2,00:03:17.445000,I'm one truck too,1,4.0,141,36,22,51,32
26,3,00:03:39.325000,so just three of us?,1,3.0,141,36,22,51,32
27,2,00:03:48.349000,maybe,1,,141,36,22,51,32
28,1,00:03:58.246000,i guess,1,,141,36,22,51,32
29,4,00:04:18.599000,4. sorry im going crazy for a moment,1,4.0,141,36,22,51,32
30,3,00:04:45.352000,kk. be on the lookout for the houses to burn soon. if you're already full it may be better to just wait near something that can burn rather than on the tower.,1,,141,36,22,51,32
31,3,00:07:21.158000,houses left,1,,141,36,22,51,32
32,3,00:07:59.005000,top right,1,,141,36,22,51,32
33,4,00:09:23.095000,i was kind of hoping this game would be a bit mroe involved... :/,1,,141,36,22,51,32
34,4,00:09:28.263000,mroe*,1,,141,36,22,51,32
35,1,00:09:31.962000,agreed,1,,141,36,22,51,32
36,4,00:09:34.037000,more*,1,,141,36,22,51,32
37,4,00:10:26.838000,I was kind of hoping for WoW or LoL....',1,,141,36,22,51,32
38,3,00:10:31.166000,top right,1,,141,36,22,51,32
39,3,00:10:49.691000,DoTA,1,,141,36,22,51,32
40,4,00:11:23.476000,haven't had a chance for DoTA yet,1,,141,36,22,51,32
41,3,00:11:40.933000,although it cant be tooo complex for those without gaming experience.,1,3.0,141,36,22,51,32
42,3,00:12:13.005000,all of a sudden its involved,1,3.0,141,36,22,51,32
43,4,00:12:15.970000,aaah,1,,141,36,22,51,32
44,1,00:13:05.504000,that was crazy,1,,141,36,22,51,32
45,4,00:13:11.774000,maybe has something to do with us talking so much. !,1,,141,36,22,51,32
46,1,00:13:15.377000,haha,1,,141,36,22,51,32
47,3,00:13:19.508000,i thought about that.,1,,141,36,22,51,32
48,3,00:13:58.257000,chill in the unburned areas in case of another breakout,1,,141,36,22,51,32
49,1,00:14:01.106000,so i am workiing two helicopters now?,1,4.0,141,36,22,51,32
50,4,00:14:04.904000,for real though if they got a lot of wow gamers and studied raids... omg.,1,,141,36,22,51,32
51,4,00:14:23.880000,I think you stole one of mine somehow... glitchy game,1,3.0,141,36,22,51,32
52,1,00:00:18.369000,Okiay professional success,2,,141,36,22,51,32
53,4,00:00:27.658000,Professional success.....,2,,141,36,22,51,32
54,1,00:01:10.189000,professional success is and organzied way of meeting a goal,2,,141,36,22,51,32
55,1,00:01:22.092000,n't type on this thing haha,2,,141,36,22,51,32
56,3,00:01:41.175000,I view proffessional success as everything you do that brings you closer to the goals that you set for yourself.,2,,141,36,22,51,32
57,1,00:01:51.650000,I agree.,2,,141,36,22,51,32
58,1,00:02:09.676000,What are the conditions..,2,,141,36,22,51,32
59,3,00:02:14.258000,how about you #3?,2,,141,36,22,51,32
60,4,00:02:17.084000,Umm....,2,,141,36,22,51,32
61,2,00:02:24.192000,I suppose the way you conduct yourself,2,,141,36,22,51,32
62,4,00:02:42.169000,I agree with conduct,2,,141,36,22,51,32
63,2,00:02:45.572000,professionally in the workplace,2,,141,36,22,51,32
64,4,00:03:10.215000,It's about getting to your goals but not being a total jerk about it or finding shady shortcuts,2,,141,36,22,51,32
65,3,00:03:16.095000,i guess conditions are the sorts of things that need to be in place for you to succeed,2,,141,36,22,51,32
66,2,00:03:26.020000,The way you go about reaching your goals,2,,141,36,22,51,32
67,4,00:03:31.001000,yes,2,,141,36,22,51,32
68,3,00:03:49.350000,like you can't have professional success without: drive or reason,2,,141,36,22,51,32
69,1,00:03:51.192000,So as a team we could defined Professional success as conditions that you must meet as a means of meeting your goals,2,,141,36,22,51,32
70,3,00:04:01.329000,I agree with that.,2,,141,36,22,51,32
71,2,00:04:05.800000,I agree as well,2,,141,36,22,51,32
72,4,00:04:41.031000,Improving professional success..... Knowing more about your goals and the means to reach those goals....,2,,141,36,22,51,32
73,2,00:05:30.102000,Yes being well informed as to what it would take for you to accomplish what you set out to do,2,,141,36,22,51,32
74,3,00:05:30.941000,you can improve proffessinal success by setting clear goals having a timetable of some sort to follow determining your reasoning full considering the pros and cons of situations,2,,141,36,22,51,32
75,1,00:05:39.959000,Some conditions may include: organization knowledge about your field of study drive etc. ,2,,141,36,22,51,32
76,2,00:05:55.612000,I would say the people you know too,2,,141,36,22,51,32
77,3,00:06:02.300000,yeah,2,,141,36,22,51,32
78,2,00:06:03.750000,at least professionallu,2,,141,36,22,51,32
79,1,00:06:11.422000,yes that plays a big role as well,2,,141,36,22,51,32
80,4,00:06:18.557000,Yes there is nothing like a  good group of people to help you along and keep you in line.,2,,141,36,22,51,32
81,1,00:06:37.772000,so positive reinforcement,2,,141,36,22,51,32
82,2,00:06:48.379000,yes and self-discipline,2,,141,36,22,51,32
83,3,00:06:48.727000,also money. let's be real: it's hard to get anywhere without it. no matter how good your intentions are or how smart you are.,2,,141,36,22,51,32
84,2,00:06:57.264000,true.,2,,141,36,22,51,32
85,4,00:06:59.057000,Yep.,2,,141,36,22,51,32
86,1,00:07:00.734000,very true,2,,141,36,22,51,32
87,1,00:07:48.890000,to improve i would say you need to have clear goals and set of tasks that will help you to obtain that goal.,2,,141,36,22,51,32
88,2,00:07:49.357000,I would also say being aware of what is required to stay competetive in your feild,2,,141,36,22,51,32
89,3,00:08:11.510000,right. you can easily fall behind if you don't stay informed,2,,141,36,22,51,32
90,4,00:08:27.358000,So basically use all your resources. resources include everything around you. Sitations people things idea really everything. knowing what you have makes a world of difference,2,,141,36,22,51,32
91,3,00:08:41.592000,that sums it up.,2,,141,36,22,51,32
92,1,00:08:46.546000,knowledge.,2,,141,36,22,51,32
93,2,00:08:50.235000,pretty much,2,,141,36,22,51,32
94,1,00:09:00.101000,very good team:),2,,141,36,22,51,32
95,4,00:09:04.931000,Go us!,2,,141,36,22,51,32
96,3,00:09:10.895000,the game is going to start in about a minute so we should be ready. I would go ahead and zoom out to see the whole map and familiarize yourself.,2,,141,36,22,51,32
97,2,00:09:20.841000,good idea,2,,141,36,22,51,32
98,4,00:09:47.360000,already did. lol. three towers and a giant forest in the middle....,2,,141,36,22,51,32
99,1,00:09:54.455000,be aware of what your controlling i have multiple truckis and helicopters now,2,6.0,141,36,22,51,32
100,1,00:10:01.280000,tion,3,,141,36,22,51,32
101,3,00:10:06.914000,wiht houses in the middle :[,3,,141,36,22,51,32
102,1,00:10:15.266000,and pay attention to wind direction*,3,,141,36,22,51,32
103,4,00:10:32.996000,Also if we are late to a fire start putting it out where its going. use the wind thingy in the corner,3,,141,36,22,51,32
104,3,00:10:42.013000,good idea,3,,141,36,22,51,32
105,4,00:10:54.262000,i think they may be able to jump to houses so thats something to be aware of,3,,141,36,22,51,32
106,1,00:11:06.140000,is your arrow drawing lines?,3,3.0,141,36,22,51,32
107,3,00:13:30.154000,fire doesn't seem to start in burned areas so we can shift our attention to just the green and the unburned houses.,3,,141,36,22,51,32
108,1,00:13:58.692000,the fires seem to start in the direction the wind goes,3,,141,36,22,51,32
109,4,00:14:06.194000,north,3,,141,36,22,51,32
110,1,00:14:09.019000,not that time lol,3,,141,36,22,51,32
111,3,00:14:49.651000,i think there's like four of us but a bunvch more vehicles moving...,3,4.0,141,36,22,51,32
112,3,00:14:57.856000,*bunch,3,,141,36,22,51,32
113,1,00:15:44.997000,left,3,,141,36,22,51,32
114,3,00:17:14.114000,mid,3,,141,36,22,51,32
115,3,00:17:46.116000,bottom houses,3,,141,36,22,51,32
116,3,00:18:26.615000,ugh,3,,141,36,22,51,32
117,1,00:18:40.804000,this is frustrating,3,,141,36,22,51,32
118,4,00:18:58.505000,I know.....,3,,141,36,22,51,32
119,4,00:19:10.203000,The simplest things are,3,,141,36,22,51,32
120,3,00:19:41.916000,well i think we saved the majority of it.,3,,141,36,22,51,32
121,3,00:19:57.021000,watch it all burn right now..,3,,141,36,22,51,32
122,4,00:20:11.942000,keep an eye out. seems to happen all at once....,3,,141,36,22,51,32
123,3,00:21:24.578000,here we go,3,,141,36,22,51,32
124,4,00:22:42.941000,makes me wanna rage quit,3,,141,36,22,51,32
125,3,00:22:46.578000,wow,3,,141,36,22,51,32
126,1,00:22:54.247000,that was rough,3,,141,36,22,51,32
127,3,00:22:55.105000,#wow,3,,141,36,22,51,32
128,1,00:23:01.285000,haha #rough,3,,141,36,22,51,32
129,3,00:23:09.629000,i quit,3,,141,36,22,51,32
130,3,00:23:30.071000,lol jk,3,,141,36,22,51,32
131,4,00:23:52.103000,I kinda want to. We have less than a minute and a half left. let it BURN. lol,3,,141,36,22,51,32
132,1,00:24:00.769000,hahahah,3,,141,36,22,51,32
133,1,00:24:10.778000,"""Burn baby burn!!""",3,,141,36,22,51,32
134,3,00:24:18.910000,sorry citizens.,3,,141,36,22,51,32
135,1,00:24:26.243000,lifes tough,3,,141,36,22,51,32
136,3,00:24:28.007000,sorry forest.,3,,141,36,22,51,32
137,3,00:24:37.459000,better luck...next time?,3,,141,36,22,51,32
138,4,00:24:38.119000,its like sim city. you want the tornado to come trough. its okay.,3,,141,36,22,51,32
139,1,00:24:54.525000,10. 9. 8,3,,141,36,22,51,32
140,4,00:24:58.999000,YAY!,3,,141,36,22,51,32
