,SA,Turn Taking,Time,Total,Simulation,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
62,,2,00:07:09.426000,the forest density and location of villages will be different,2,90,15,35,14,26
63,6.0,3,00:07:12.671000,We could leave 1 of the vehicle and in our assigned area and have the 2nd one as joker to support in different areas based on the scenario,2,90,15,35,14,26
64,6.0,1,00:07:21.716000,works for me,2,90,15,35,14,26
65,,2,00:07:28.331000,yes i was observing that the wind had some effect but not much,2,90,15,35,14,26
66,,4,00:08:08.732000,good,2,90,15,35,14,26
67,6.0,2,00:08:32.218000,ok than it will be the NE for me?,2,90,15,35,14,26
68,6.0,4,00:09:00.345000,yes  take your step,2,90,15,35,14,26
69,,2,00:09:13.157000,but i think observing the wind will help some maybe position the joker vehicles according to the wind direction?,2,90,15,35,14,26
70,6.0,3,00:09:14.032000,Rock'n Roll!,2,90,15,35,14,26
71,3.0,4,00:10:04.852000,i have not been attintion to the wind,3,90,15,35,14,26
72,,4,00:10:48.349000,how i know who you are ?,3,90,15,35,14,26
73,,4,00:12:12.059000,yes the wind are usefull,3,90,15,35,14,26
74,,2,00:13:31.496000,more stress this time!,3,90,15,35,14,26
75,,3,00:13:42.794000,SOUTH,3,90,15,35,14,26
76,,2,00:14:35.736000,hey i'm controlling bart AND homer!!!!!,3,90,15,35,14,26
77,,4,00:15:09.260000,i keep my screen zoom out its easy to see the fires every where,3,90,15,35,14,26
78,,2,00:15:28.627000,i'm doing the same,3,90,15,35,14,26
79,,1,00:15:34.279000,same,3,90,15,35,14,26
80,,4,00:16:34.655000,good work !!,3,90,15,35,14,26
81,,2,00:16:40.006000,saw THAT coming!!,3,90,15,35,14,26
82,,3,00:23:33.413000,lots of coal  to grill,3,90,15,35,14,26
83,,4,00:23:51.760000,hungry ?,3,90,15,35,14,26
84,,3,00:23:58.462000,BBQ?,3,90,15,35,14,26
85,,2,00:24:05.758000,fire south,3,90,15,35,14,26
86,,2,00:24:38.871000,:) love u helicopters!,3,90,15,35,14,26
87,,4,00:25:00,game over!,3,90,15,35,14,26
88,,4,00:25:00,:(,3,90,15,35,14,26
89,,4,00:25:00,:(,3,90,15,35,14,26
90,4.0,3,00:07:38.163000,I am going to cover South Esr village and se of the center forest. I will call help for the heli if needed,0,90,15,35,14,26
91,4.0,1,00:02:08.990000,ill take the town and patch of forest at the north east,1,90,15,35,14,26
92,4.0,2,00:04:26.670000,im trying to stay in the middle of the screen do engines have more water than helicopters?,1,90,15,35,14,26
93,4.0,3,00:02:20.859000,I woul dlike to cover the NW part of the map.,2,90,15,35,14,26
94,4.0,1,00:02:40.667000,i can take the SW part of the map,2,90,15,35,14,26
95,4.0,3,00:04:36.900000,you can control your 2 vehicles at the same tim. select 1 and direct it to the new location. When it moves you can delselect it and focus on your second vehicl.,2,90,15,35,14,26
96,4.0,1,00:06:08.631000,ill take care of the SE part of the map,2,90,15,35,14,26
97,4.0,3,00:07:12.671000,We could leave 1 of the vehicle and in our assigned area and have the 2nd one as joker to support in different areas based on the scenario,2,90,15,35,14,26
98,4.0,2,00:08:32.218000,ok than it will be the NE for me?,2,90,15,35,14,26
