,Turn Taking,Time,Total,Simulation,SA,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
94,3,00:09:32.010000,it seems like since we get time to plan it out now we probably won't have time during the game,2,3.0,106,24,39,22,21
95,2,00:09:56.728000,that is true so everyone pay attention and communicate when you can and we will do great,2,,106,24,39,22,21
96,4,00:10:08.465000,ok !,3,,106,24,39,22,21
97,2,00:10:53.524000,starting?,3,6.0,106,24,39,22,21
98,2,00:12:34.487000,need help?,3,,106,24,39,22,21
99,1,00:16:24.314000,doing good team!!,3,,106,24,39,22,21
100,2,00:17:09.199000,yeah! awesome,3,,106,24,39,22,21
101,3,00:20:32.810000,only 5 mins left. im sure they will have lots of fires now,3,,106,24,39,22,21
102,4,00:20:45.957000,everyone be aware,3,6.0,106,24,39,22,21
103,2,00:20:46.067000,yup thats what i was thinking ut ohhhh,3,,106,24,39,22,21
104,2,00:20:53.946000,we got this!!,3,6.0,106,24,39,22,21
105,3,00:22:33.242000,oh no...,3,,106,24,39,22,21
