,Turn Taking,Time,Total,Simulation,SA,Total Turns,Total Turns 1,Total Turns 2,Total Turns 3,Total Turns 4
90,2,00:00:00,Right helicopter again!,2,,210,43,70,42,55
91,3,00:00:00,Left truck!,2,,210,43,70,42,55
92,3,00:00:00,Well let's chat shall we,2,,210,43,70,42,55
93,1,00:00:02.586000,ok,2,,210,43,70,42,55
94,2,00:00:18.462000,Question 1,2,,210,43,70,42,55
95,4,00:00:25.817000,So how do yall think we did,2,,210,43,70,42,55
96,4,00:00:55.749000,I think we did pretty good over all,2,,210,43,70,42,55
97,1,00:00:58.064000,liked that everybody was sharing what was noticed. like firetrucks take more water ...,2,,210,43,70,42,55
98,2,00:00:59.686000,I think we did well with cluing everyone in on where the fires where so that we could all get there,2,,210,43,70,42,55
99,3,00:01:24.428000,I think we did great letting everyone else know where fires were and who was going where,2,,210,43,70,42,55
100,1,00:01:30.192000,propose that helicopters concentrate on middle of forest that trucks can not reach,2,,210,43,70,42,55
101,3,00:01:46.916000,like you're thinkin #1,2,,210,43,70,42,55
102,4,00:01:57.985000,do you think we should have someone who spots for most of the game and gets what they can or continue as we are,2,,210,43,70,42,55
103,3,00:02:01.660000,I agree with you 0,2,,210,43,70,42,55
104,1,00:02:21.418000,do we want to make houses prio 1 and forest prio 2?,2,,210,43,70,42,55
105,2,00:02:31.591000,Helicopters are quicker so I agree with the middle,2,,210,43,70,42,55
106,4,00:02:33.124000,The trucks can get there its just we arent as fast.,2,,210,43,70,42,55
107,3,00:02:33.609000,Yes because trucks are too slow and could spot and get whatever theyre closet to,2,,210,43,70,42,55
108,2,00:02:56.264000,Since homes are more centralized maybe trucks cover them,2,,210,43,70,42,55
109,1,00:03:05.403000,great idea,2,,210,43,70,42,55
110,2,00:03:05.928000,helicopters can get the forests,2,,210,43,70,42,55
111,1,00:03:30.298000,so in case no fire helis wait over forest and trucks close to cities,2,,210,43,70,42,55
112,2,00:03:31.185000,we just have to watch out because the forests catch fire faster,2,,210,43,70,42,55
113,3,00:03:34.195000,and trucks could come to the forest if helis need backup,2,,210,43,70,42,55
114,3,00:03:42.396000,exactly,2,,210,43,70,42,55
115,4,00:03:46.163000,Ok i think forest should be priority one because there is more area and where the fires mainly pop up. I agree with the trucks on houses statement though,2,,210,43,70,42,55
116,1,00:04:08.611000,fine with me,2,,210,43,70,42,55
117,2,00:04:09.249000,anyone else notice that you can select more than one vehicle?,2,,210,43,70,42,55
118,1,00:04:21.652000,yes,2,,210,43,70,42,55
119,3,00:04:23.688000,yep,2,,210,43,70,42,55
120,4,00:04:25.289000,i did on accident.,2,,210,43,70,42,55
121,2,00:04:40.290000,should we use to our advantage?,2,,210,43,70,42,55
122,4,00:05:05.814000,Nah. We did well enough the first run through.,2,,210,43,70,42,55
123,2,00:05:12.046000,K,2,,210,43,70,42,55
124,1,00:05:22.203000,ok #3,2,,210,43,70,42,55
125,3,00:05:24.190000,is anyone else's connecting lines to vehicles?,2,,210,43,70,42,55
126,4,00:05:55.439000,Not sure what you mean,2,,210,43,70,42,55
127,2,00:06:00.302000,Me neither,2,,210,43,70,42,55
128,2,00:06:23.252000,And looking at this map there's a lot more houses than last round,2,,210,43,70,42,55
129,3,00:06:35.015000,if i click on a truck and then click on a heli it connects a green line to the two of them. almost like connect the dots,2,,210,43,70,42,55
130,4,00:06:53.420000,Should we divide the trucks or keep them on the sid with the most houses or put one on each big town,2,,210,43,70,42,55
131,3,00:07:04.521000,i like the idea of dividing them,2,,210,43,70,42,55
132,1,00:07:23.905000,dividing sounds good,2,,210,43,70,42,55
133,4,00:07:25.320000,Ok so where do we put them?,2,,210,43,70,42,55
134,3,00:07:43.406000,I'll take the town on the bottom left,2,,210,43,70,42,55
135,4,00:07:55.418000,Ill take mid right then,2,,210,43,70,42,55
136,3,00:08:00.581000,sounds good,2,,210,43,70,42,55
137,2,00:08:03.127000,also pay attention that there is not really a close water tower to the town on the right,2,,210,43,70,42,55
138,4,00:08:43.195000,Yeah that sucks. but ill holler if i need help,2,,210,43,70,42,55
139,1,00:08:47.142000,I could cover the top right area with my heli again as prio 1 and then help out,2,,210,43,70,42,55
140,4,00:09:01.572000,Its what ever,2,,210,43,70,42,55
141,2,00:09:06.479000,and I can cover the top left forest/town,2,,210,43,70,42,55
142,4,00:09:16.758000,we hav 45 secs left,2,,210,43,70,42,55
143,3,00:09:19.924000,sounds good,2,,210,43,70,42,55
144,2,00:09:35.279000,lets get in position,2,,210,43,70,42,55
145,3,00:09:43.507000,the firetrucks are bart and homer from the simpsons ha,2,,210,43,70,42,55
146,1,00:09:45.168000,in forest its impotant to fight taking wind into account,2,,210,43,70,42,55
147,2,00:10:03.661000,game time!,3,,210,43,70,42,55
148,2,00:10:17.362000,winds is north,3,,210,43,70,42,55
149,4,00:10:24.475000,I have no compass,3,,210,43,70,42,55
150,2,00:10:36.118000,I do,3,,210,43,70,42,55
151,3,00:10:48.953000,cant move my truck,3,,210,43,70,42,55
152,1,00:10:49.495000,me too. wind speed high is red corret?,3,,210,43,70,42,55
153,4,00:10:56.711000,yes,3,,210,43,70,42,55
154,2,00:10:57.752000,mine is in the blue,3,,210,43,70,42,55
155,2,00:11:11.037000,fires!,3,,210,43,70,42,55
156,4,00:11:15.509000,fire bottom right forest,3,,210,43,70,42,55
157,1,00:11:47.038000,wind from north to south,3,,210,43,70,42,55
158,1,00:11:58.748000,now south to north,3,,210,43,70,42,55
159,4,00:12:07.689000,fire middle,3,,210,43,70,42,55
160,4,00:12:18.168000,bottom left,3,,210,43,70,42,55
161,3,00:12:19.577000,need help in the left,3,,210,43,70,42,55
162,2,00:12:23.569000,and top right,3,,210,43,70,42,55
163,1,00:13:05.577000,wind n->s low wind,3,,210,43,70,42,55
164,4,00:13:08.194000,where is the other truck,3,,210,43,70,42,55
165,2,00:13:14.116000,slow winds at that too,3,,210,43,70,42,55
166,2,00:13:37.468000,not sure,3,,210,43,70,42,55
167,2,00:13:47.277000,fires bottom left and middle bottom,3,,210,43,70,42,55
168,1,00:14:01.991000,who covers the town on the rigth?,3,,210,43,70,42,55
169,4,00:14:18.442000,me but im pullin double duty with left to,3,,210,43,70,42,55
170,3,00:14:35.404000,it's mine but my truck wont work,3,,210,43,70,42,55
171,3,00:14:45.599000,everytime i click it a dot just comes up,3,,210,43,70,42,55
172,4,00:15:02.207000,try deselecting and then reselecting your truck,3,,210,43,70,42,55
173,1,00:15:06.112000,could we help?,3,,210,43,70,42,55
174,3,00:15:06.292000,i did,3,,210,43,70,42,55
175,2,00:15:11.224000,fire middle bottom,3,,210,43,70,42,55
176,2,00:15:34.357000,getting the ones on the right,3,,210,43,70,42,55
177,3,00:15:36.646000,it's working now! wahoo,3,,210,43,70,42,55
178,4,00:15:47.799000,left,3,,210,43,70,42,55
179,2,00:16:52.126000,coming,3,,210,43,70,42,55
180,2,00:17:26.929000,fires in the towns,3,,210,43,70,42,55
181,4,00:17:45.132000,bottom left town,3,,210,43,70,42,55
182,4,00:18:22.289000,back to positions,3,,210,43,70,42,55
183,2,00:18:33.654000,yes captain!,3,,210,43,70,42,55
184,1,00:18:47.869000,getting thursty,3,,210,43,70,42,55
185,2,00:18:57.816000,seems like i am burning more fuel this game,3,,210,43,70,42,55
186,4,00:19:00.118000,Anyone else actually like this game?,3,,210,43,70,42,55
187,3,00:19:11.829000,yeah surprisingly,3,,210,43,70,42,55
188,2,00:19:13.684000,less than a minute!,3,,210,43,70,42,55
189,4,00:19:20.280000,we got this,3,,210,43,70,42,55
190,2,00:19:23.911000,not too shabby,3,,210,43,70,42,55
191,1,00:19:49.034000,right houses,3,,210,43,70,42,55
192,3,00:20:08.323000,haha five more min,3,,210,43,70,42,55
193,2,00:20:11.163000,nevermind 5 more minutes left,3,,210,43,70,42,55
194,4,00:20:18.466000,not to shabby thats a swift kick,3,,210,43,70,42,55
195,2,00:20:31.838000,wind just shifted again,3,,210,43,70,42,55
196,1,00:20:35.851000,wind s2n,3,,210,43,70,42,55
197,3,00:20:41.372000,left,3,,210,43,70,42,55
198,4,00:20:43.560000,bottom left,3,,210,43,70,42,55
199,4,00:21:11.038000,middle,3,,210,43,70,42,55
200,2,00:21:13.218000,winds getting stronger,3,,210,43,70,42,55
201,4,00:21:50.936000,help mid right,3,,210,43,70,42,55
202,2,00:21:51.868000,spreading fast,3,,210,43,70,42,55
203,4,00:23:04.910000,2min left,3,,210,43,70,42,55
204,1,00:23:17.433000,last game the houses where last,3,,210,43,70,42,55
205,2,00:23:19.835000,winds still s2n and mild,3,,210,43,70,42,55
206,4,00:23:34.782000,yeah but dont forget the blitz,3,,210,43,70,42,55
207,1,00:24:08.818000,south,3,,210,43,70,42,55
208,2,00:24:19.287000,staying north,3,,210,43,70,42,55
209,2,00:24:44.367000,15 secs,3,,210,43,70,42,55
